Bairro;Título;Preco;Metros_Quadrados;Classificacao_IDH;IDH_Valor;Renda_Media_Mensal;IDE_Sem_Instrucao;IDE_Fund_Med_Incomp;IDE_Medio_Comp;IDE_Superior_Comp;Classificacao_IBEU;Condicoes_Ambientais_Urbanas;Condicoes_Habitacionais_Urbanas;Preco_m2
cidade 2000;Casa para venda no bairro Cidade 2000 - Fortaleza - CE;450000;140;Alto (0,5001-0,7000);0,561946901;1017,12;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
rodolfo teofilo;VENDO CASA DUPLEX DE 138m², NO BAIRRO RODOLFO TEÓFILO FORTALEZA - CE;430000;138;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
passare;Casa com 3 dormitórios à venda, 80 m² por R$ 480.000 - Passaré - Fortaleza/CE;480000;80;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;6000.0
aldeota;Casa com 3 dormitórios à venda, 241 m² por R$ 895.000,00 - Dionisio Torres - Fortaleza/CE;895000;241;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;
passare;Casa com 4 dormitórios à venda, 128 m² por R$ 410.000 - Passaré - Fortaleza/CE;410000;128;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;
centro;Casa com 2 dormitórios à venda, 170 m² por R$ 480.000 - Centro - Fortaleza/CE;480000;170;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;
edson queiroz;Vende casa plana com 99 m2 e 3 quartos em Edson Queiroz - Fortaleza - CE;320000;99;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
praia do futuro i;Casa com 3 dormitórios à venda, 117 m² por R$ 963.058,59 - Antônio Diogo - Fortaleza/CE;963059;117;Baixo (0,2501-0,3500);0,291364499;824,95;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
sao bento;Casa com 2 dormitórios à venda, 135 m² por R$ 320.000,00 - São Bento - Fortaleza/CE;320000;135;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
paupina;Casa à venda, 118 m² por R$ 495.000,00 - Paupina - Fortaleza/CE;495000;118;Muito baixo (0,0000-0,2500);0,246110737;486,79;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
jardim cearense;Casa com 3 dormitórios à venda, 72 m² por R$ 320.000,00 - Maraponga - Fortaleza/CE;320000;72;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
parque sao jose;Casa com 2 dormitórios à venda, 79 m² por R$ 260.000,00 - Canindezinho - Fortaleza/CE;260000;79;Baixo (0,2501-0,3500);0,284064862;419,79;55,442121248;22,228711599;19,820114473;1,483471557;0,501-0,700 (Baixo);0,592596176;0,746341404;
mondubim;Casa com 3 dormitórios à venda, 128 m² por R$ 560.000,00 - Mondubim - Fortaleza/CE;560000;100;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;5600.0
itaperi;Casa à Venda no Itaperi - 3 quartos (1 suíte), quintal e garagem para 2 carros - Fortaleza;450000;201;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
floresta;Vendo Casa em Álvaro Weyne - Fortaleza;450000;300;Muito baixo (0,0000-0,2500);0,223828806;380,81;46,790425677;22,453420373;26,238723424;3,535971712;0,801-0,900 (Alto);0,901213291;0,7745815;1500.0
rodolfo teofilo;VENDO CASA DUPLEX DE 138m², NO BAIRRO RODOLFO TEÓFILO FORTALEZA - CE;430000;138;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
lagoa redonda;Casa com 3 dormitórios à venda, 96 m² por R$ 375.000,00 - Lagoa Redonda - Fortaleza/CE;375000;96;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
canindezinho;Casa com 4 dormitórios à venda, 75 m² por R$ 250.000,00 - Siqueira - Fortaleza/CE;250000;75;Muito baixo (0,0000-0,2500);0,13627704;325,47;55,442121248;22,228711599;19,820114473;1,483471557;0,501-0,700 (Baixo);0,592596176;0,746341404;
jardim cearense;Casa Duplex para venda com 3 quartos em Maraponga - Fortaleza - CE;530000;125;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;4240.0
messejana;Vendo casa plana no condomínio Iracema Residence com 3 quartos em Messejana - Fortaleza -;450000;88;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;
cambeba;Casa com 3 dormitórios à venda, 166 m² por R$ 700.000,00 - Cambeba - Fortaleza/CE;700000;166;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
jose de alencar;Casa com 3 dormitórios à venda, 220 m² por R$ 895.000,00 - Sapiranga - Fortaleza/CE;895000;220;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
mondubim;Casa multifamiliar para investimento à venda - Mondubim - Fortaleza/CE;350000;100;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;3500.0
joaquim tavora;Casa Plana com 2 quartos à venda, 176 m² por R$ 590.000 - Joaquim Távora - Fortaleza/CE;590000;176;Alto (0,5001-0,7000);0,662519548;1446,03;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;
lagoa redonda;Casa com 4 dormitórios à venda, 339 m² por R$ 7.000.000 - Alphaville Fortaleza;7000000;339;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
padre andrade;Casa para venda tem 185 metros quadrados com 3 quartos em Padre Andrade - Fortaleza - Cear;525000;185;Médio (0,3501-0,5000);0,361176583;622,59;39,125285008;16,641497143;36,244114773;7,464984750;0,801-0,900 (Alto);0,895516195;0,840697664;
lagoa redonda;Casa com 4 dormitórios à venda, 339 m² por R$ 7.000.000 - Alphaville Fortaleza;7000000;339;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
parreao;Casa à venda na Vila União, Fortaleza;1140000;495;Alto (0,5001-0,7000);0,571950202;1202,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
cambeba;Casa com 4 dormitórios à venda, 156 m² por R$ 650.000,00 - Cambeba - Fortaleza/CE;650000;157;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
passare;Casa para venda possui 166 metros quadrados com 3 quartos em Passaré - Fortaleza - Ceará;740000;166;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;
lagoa redonda;Casa com 3 dormitórios à venda, 107 m² por R$ 439.000,00 - Lagoa Redonda - Fortaleza/CE;439000;107;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
lagoa redonda;Casa com 3 dormitórios à venda, 84 m² por R$ 369.000,00 - Lagoa Redonda - Fortaleza/CE;369000;84;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
praia do futuro i;Casa com 5 dormitórios à venda, 312 m² por R$ 1.800.000,00 - Antônio Diogo - Fortaleza/CE;1800000;313;Baixo (0,2501-0,3500);0,291364499;824,95;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
sabiaguaba;Casa com 4 dormitórios à venda, 166 m² por R$ 1.200.000,00 - Sabiaguaba - Fortaleza/CE;1200000;166;Baixo (0,2501-0,3500);0,267301809;549,83;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
edson queiroz;Casa com 3 dormitórios à venda, 92 m² por R$ 350.000 - Edson Queiroz - Fortaleza/CE;350000;92;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
mondubim;Casa com 3 dormitórios à venda, 140 m² por R$ 550.000,00 - Maraponga - Fortaleza/CE;550000;140;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
rodolfo teofilo;VENDO CASA DUPLEX DE 138m², NO BAIRRO RODOLFO TEÓFILO FORTALEZA - CE;430000;138;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
henrique jorge;Casa com 3 dormitórios à venda por R$ 250.000,00 - Henrique Jorge - Fortaleza/CE;250000;66;Baixo (0,2501-0,3500);0,340810388;551,52;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;
jangurussu;Casa duplex em condominio para venda - Jangurussu - Fortaleza - CE;279000;60;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;4650.0
curio;Casa com 4 dormitórios à venda, 105 m² por R$ 399.000,00 - Lagoa Redonda - Fortaleza/CE;399000;105;Muito baixo (0,0000-0,2500);0,188162399;488,71;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3800.0
passare;Casa com 3 dormitórios à venda, 180 m² por R$ 360.000 - Passaré - Fortaleza/CE;360000;180;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;2000.0
maraponga;Casa com 3 dormitórios à venda, 86 m² por R$ 547.000,00 - Maraponga - Fortaleza/CE;547000;86;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
passare;Casa Plana para venda possui 100 m2 com 3 quartos em Passaré - Fortaleza - CE;460000;100;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;4600.0
barra do ceara;Casa à venda em Barra do Ceará (Fortaleza) 165 m², financiamento disponível;250000;165;Muito baixo (0,0000-0,2500);0,215715745;398,61;49,425457172;22,871729210;24,403296234;2,761088677;0,801-0,900 (Alto);0,873025616;0,711391675;
parque manibura;Casa com 4 suítes, piscina e deck com churrasqueira à venda - Parque Manibura - Fortaleza/;680000;163;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;
edson queiroz;Casa Duplex com 4 quartos à venda, 162 m² por R$ 715.000 - Edson Queiroz - Fortaleza/CE;715000;162;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
jose de alencar;Casa com 3 dormitórios à venda, 104 m² por R$ 750.000,00 - José de Alencar - Fortaleza/CE;750000;104;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
sabiaguaba;Casa com 3 dormitórios à venda, 229 m² por R$ 1.400.000,00 - Sabiaguaba - Fortaleza/CE;1400000;229;Baixo (0,2501-0,3500);0,267301809;549,83;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
jangurussu;Casa Plana com 3 Quartos à venda, 115 m² por R$ 465.000 - Messejana - Fortaleza/CE;465000;115;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;
de lourdes;Casa com 4 dormitórios à venda, 357 m² por R$ 4.300.000,00 - Dunas - Fortaleza/CE;4300000;357;Alto (0,5001-0,7000);0,641826217;3211,09;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
sao bento;Casa com 4 dormitórios à venda, 161 m² por R$ 875.000,00 - São Bento - Fortaleza/CE;875000;161;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
jose de alencar;Casa com 3 dormitórios à venda, 105 m² por R$ 399.000,00 - José de Alencar - Fortaleza/CE;399000;105;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3800.0
centro;Casa á Venda no Centro de Fortaleza;1350000;480;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;
itaoca;Casa com 3 dormitórios à venda, 340 m² - Parangaba - Fortaleza/CE;700000;340;Médio (0,3501-0,5000);0,373493056;605,65;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
mondubim;Casa com 4 dormitórios à venda, 148 m² por R$ 550.000 - Maraponga - Fortaleza/CE;550000;148;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
jose de alencar;Casa com 3 dormitórios à venda, 115 m² por R$ 480.000 - José de Alencar - Fortaleza/CE;480000;115;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
cambeba;Casa com 4 quartos à venda, 891 m² de terreno - LAGO JACAREY- Fortaleza/CE;1700000;410;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
praia de iracema;Casa à venda a 200m do Aterro da Praia de Iracema, Fortaleza;470000;79;Muito alto (0,800-1,0000);0,720062247;1903,17;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;
edson queiroz;Casa com 3 dormitórios à venda, 240 m² por R$ 470.000,00 - Edson Queiroz - Fortaleza/CE;470000;240;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
barroso;Casa à venda, 85 m² por R$ 329.000,00 - Messejana - Fortaleza/CE;329000;85;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;
parque presidente vargas;Casa a Venda no Parque Presidente Vagas em Fortaleza/CE;180000;130;Muito baixo (0,0000-0,2500);0,135189475;287,92;40,716622931;22,895001134;31,373311303;3,038844073;0,501-0,700 (Baixo);0,763056734;0,855758255;
cidade dos funcionarios;Casa em condomínio à venda com 3 suites em Cidade dos Funcionários - Fortaleza - CE;680000;184;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
novo mondubim;Casa com 3 dormitórios à venda, 59 m² por R$ 280.000,00 - Novo Mondubim - Fortaleza/CE;280000;60;Baixo (0,2501-0,3500);0,282158652;0;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
siqueira;Casa com 2 dormitórios à venda, 63 m² por R$ 200.000,00 - Siqueira - Fortaleza/CE;200000;63;Muito baixo (0,0000-0,2500);0,148674574;326,8;59,076550103;19,640758155;19,736262122;0,955039671;0,001-0,500 (Muito baixo);0,621429182;0,739200053;
padre andrade;Casa com 4 dormitórios à venda, 250 m² por R$ 650.000 - Padre Andrade - Fortaleza/CE;650000;250;Médio (0,3501-0,5000);0,361176583;622,59;39,125285008;16,641497143;36,244114773;7,464984750;0,801-0,900 (Alto);0,895516195;0,840697664;2600.0
edson queiroz;Casa com 4 dormitórios à venda, 284 m² por R$ 1.100.000,00 - Sapiranga - Fortaleza/CE;1100000;284;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
rodolfo teofilo;VENDO CASA DUPLEX DE 138m², NO BAIRRO RODOLFO TEÓFILO FORTALEZA - CE;430000;138;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
jose de alencar;Casa com 5 dormitórios à venda por R$ 6.500.000 - Alphaville Fortaleza;6500000;540;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
jose de alencar;Casa com 4 dormitórios à venda, 365 m² por R$ 3.990.000 - Alphaville Fortaleza;3990000;365;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
centro;Casa à venda, 323 m² por R$ 1.690.000,00 - Aldeota - Fortaleza/CE;1690000;323;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;
jose de alencar;Casa com 6 dormitórios à venda, 480 m² por R$ 5.000.000 - Alphaville Fortaleza;5000000;480;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
lagoa redonda;Casa com 5 dormitórios à venda, 400 m² por R$ 5.690.000 - Alphaville Fortaleza;5690000;400;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;8500.0
parque dois irmaos;Casa com 4 dormitórios à venda, 150 m² por R$ 275.000,00 - Parque Dois Irmãos - Fortaleza/;275000;150;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
fatima;Casa à venda no Bairro Fátima, Fortaleza;750000;316;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
cambeba;Casa à venda, 209 m² por R$ 1.199.000,00 - Cambeba - Fortaleza/CE;1199000;209;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
edson queiroz;Casa com 3 dormitórios à venda, 134 m² por R$ 520.000,00 - Edson Queiroz - Fortaleza/CE;520000;134;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
fatima;Casa à venda, BAIRRO DE FÁTIMA por R$ 600.000 - Fortaleza/CE;600000;90;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
parque dois irmaos;Casa com 3 Quartos (2 Suítes) à venda, 85 m² por R$ 330.000 - Passaré - Fortaleza/CE;330000;85;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
itaperi;Casa com 3 dormitórios à venda, 150 m² por R$ 380.000,00 - Itaperi - Fortaleza/CE;380000;150;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
dende;Casa com 2 dormitórios à venda, 100 m² por R$ 310.000,00 - Itaperi - Fortaleza/CE;310000;100;Muito baixo (0,0000-0,2500);0,181127137;633,44;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;3100.0
messejana;Casa com 2 dormitórios à venda, 147 m² por R$ 472.500,00 - Messejana - Fortaleza/CE;472500;148;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;
sao bento;Casa à venda, 137 m² por R$ 410.000,00 - São Bento - Fortaleza/CE;410000;138;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
barroso;Casa à venda, 149 m² por R$ 495.000,00 - Passaré - Fortaleza/CE;495000;149;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;
edson queiroz;Casa para venda, 3 quarto(s), Edson Queiroz, Fortaleza - CA1792;550000;264;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
farias brito;Casa à venda em Monte Castelo, Fortaleza - 120 m² com financiamento;250000;120;Médio (0,3501-0,5000);0,499776808;890,48;32,600355036;16,686709042;38,157819390;12,245891313;0,901-1,000 (Muito alto);0,895374394;0,837843346;
siqueira;Casa com 2 dormitórios à venda, 64 m² por R$ 195.000,00 - Siqueira - Fortaleza/CE;210000;64;Muito baixo (0,0000-0,2500);0,148674574;326,8;59,076550103;19,640758155;19,736262122;0,955039671;0,001-0,500 (Muito baixo);0,621429182;0,739200053;
jose bonifacio;Casa Padrão para Venda em José Bonifácio Fortaleza-CE;750000;326;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;
parque manibura;Casa com 4 dormitórios à venda, 200 m² por R$ 880.000,00 - Parque Manibura - Fortaleza/CE;880000;200;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;4400.0
edson queiroz;Casa com 4 dormitórios à venda, 190 m² por R$ 1.100.000,00 - Edson Queiroz - Fortaleza/CE;1100000;191;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
itaperi;Casa com 2 dormitórios à venda, 75 m² por R$ 270.000,00 - Jardim Cearense - Fortaleza/CE;270000;75;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;3600.0
antonio bezerra;Casa com 1 dormitório à venda, 186 m² por R$ 201.000,00 - Antônio Bezerra - Fortaleza/CE;201000;187;Baixo (0,2501-0,3500);0,348309204;556,87;39,125285008;16,641497143;36,244114773;7,464984750;0,801-0,900 (Alto);0,895516195;0,840697664;
jardim cearense;Casa com 2 dormitórios à venda, 80 m² por R$ 220.000,00 - Jardim Cearense - Fortaleza/CE;220000;80;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;2750.0
itaperi;Casa com 3 dormitórios à venda, 127 m² por R$ 310.000,00 - Itaperi - Fortaleza/CE;310000;128;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
jangurussu;Casa com 3 dormitórios à venda, 78 m² por R$ 225.000,00 - Jangurussu - Fortaleza/CE;225000;78;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;
mondubim;Casa com 4 dormitórios à venda, 150 m² por R$ 649.990,00 - Maraponga - Fortaleza/CE;649990;150;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
edson queiroz;Casa com 3 dormitórios à venda, 107 m² por R$ 390.000,00 - Edson Queiroz - Fortaleza/CE;390000;107;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
siqueira;Casa Duplex para venda com 4 quartos em Siqueira - Fortaleza - CE;600000;99;Muito baixo (0,0000-0,2500);0,148674574;326,8;59,076550103;19,640758155;19,736262122;0,955039671;0,001-0,500 (Muito baixo);0,621429182;0,739200053;
monte castelo;Casa com 3 dormitórios à venda, 120 m² por R$ 320.000,00 - Monte Castelo - Fortaleza/CE;320000;120;Médio (0,3501-0,5000);0,434517035;688,29;32,600355036;16,686709042;38,157819390;12,245891313;0,901-1,000 (Muito alto);0,895374394;0,837843346;
siqueira;Casa Duplex à Venda - Montenegro II, Fortaleza/CE;260000;90;Muito baixo (0,0000-0,2500);0,148674574;326,8;59,076550103;19,640758155;19,736262122;0,955039671;0,001-0,500 (Muito baixo);0,621429182;0,739200053;
montese;Casa com 2 dormitórios à venda, 115 m² - Montese - Fortaleza/CE;400000;230;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
coacu;Casa plana com 03 quartos sendo 02 suítes à venda em Fortaleza.;390000;100;Baixo (0,2501-0,3500);0,255321217;562,66;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3900.0
lagoa redonda;Casa com 3 dormitórios à venda, 67 m² por R$ 280.000,00 - Lagoa Redonda - Fortaleza/CE;280000;67;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
passare;Casa duplex com 4 quartos à venda, 220 m² por R$ 500.000 - Passaré - Fortaleza/CE;500000;220;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;
itaperi;Casa com 3 dormitórios à venda, 91 m² - Itaperi - Fortaleza/CE;385000;91;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
